Text,Cipher,IC,Letter_1,Letter_2,Letter_3,Letter_4,Letter_5,Letter_6,Letter_7,Letter_8,Letter_9,Bigram_1,Bigram_2,Bigram_3,Bigram_4,Bigram_5
ibrrjhaltvypbbqcsvygxlighvegesblsbyfuufgqyjbflardnwyjor,Vigenere,0.041077441077441,b,y,r,l,g,j,v,s,f,by,yr,rl,lg,gj
ltlxahoxsawrcewxwaahnylxoraeyonxanre,ColumnarTransposition,0.0714285714285714,a,x,l,o,w,r,e,n,h,ax,xl,lo,ow,wr
jquxenlxdumhxdjwmrfrcqqrvlxwbyrancxpajbycqrbbxaahblqnvnxocqrwpbnwcranfxdumwxcfnbqjccnarccxkrcbjwmcqnwanvxumrcwnjanacxcqnqnjacbmnbran,ceaser,0.068355308813324,n,c,x,r,a,q,b,w,j,cq,an,rc,qn,xd
setgtchwiillhlqueiohaunlbtidatnieed,ColumnarTransposition,0.0588235294117647,i,e,t,l,h,u,a,n,d,ie,et,tl,lh,hu
ezwdbcvknpdwwuoxsrkcxbjpubhkhmwuralzpdetaztuvzgpctlgrsfmysythuofqmv,Vigenere,0.0312075983717774,u,z,w,p,t,d,b,c,v,uz,zw,wp,pt,td
htuawqpeqlitugwqmxl,MonoalphabeticSubstitution,0.0409356725146198,q,t,u,w,l,h,a,p,e,qt,tu,uw,wl,lh
eecokaatsatduosrromshbcnesvriwasiueefrsxreefennhtsenshedterxhasopssiex,ColumnarTransposition,0.0745341614906832,e,s,r,a,o,t,h,n,i,es,sr,ra,ao,ot
oyratmwettsdatabopeeehsohoposx,ColumnarTransposition,0.0689655172413793,o,t,e,a,s,p,h,y,r,ot,te,ea,as,sp
vmsapyzpqobyszfezhgeykeuuesgrtegtppggwbmkrnltfcgrhskiksxejvisxivol,Vigenere,0.0386946386946387,s,e,g,p,k,v,y,z,r,se,eg,gp,pk,kv
didrehggneaxatreogtxbneihuahetnn,ColumnarTransposition,0.064516129032258,e,n,h,g,a,t,d,i,r,en,nh,hg,ga,at
retbsketysqjguzsmuyajeqrcrpjezwjyushyaukymszyorkyjseretescmf,MonoalphabeticSubstitution,0.0587570621468926,e,s,y,r,j,u,t,k,z,es,sy,yr,rj,ju
ytcezhepojcesvhcyhrqbteytjcjhyhgcotqvbhuucezmcojfuvhzivhcy,MonoalphabeticSubstitution,0.0635208711433756,c,h,y,e,t,j,v,z,o,ch,hy,ye,et,tj
vjgdguvcpfoquvdgcwvkhwnvjkpiukpvjgyqtnfecppqvdguggpqtgxgpvqwejgfvjgaowuvdghgnvykvjvjgjgctv,ceaser,0.0754057428214731,g,v,j,p,u,q,d,c,w,vj,jg,dg,uv,vd
yojxcidoxxabhzvjzadyohijcochankgoezhaxogojajbagoroojhigajbwkdalo,MonoalphabeticSubstitution,0.0709325396825396,o,a,j,h,x,g,c,i,d,oa,aj,jh,hx,xg
lqamiamqaivmfxmzqmvkmwnawkittmluwzbituqvlqbqanmizuilmuivqnmabwvbpmjwlg,ceaser,0.0679089026915113,m,q,i,a,l,v,w,u,b,qa,lq,am,mi,iv
mzkoaimdpomzrustfmnmffxqitqztqeegdqariuzzuzs,ceaser,0.0517970401691331,z,m,q,i,u,t,f,o,a,mz,tq,uz,zk,ko
cadqsxliorivgmzetcrdjaozvhjrzkfpovasaaoqxklakaqcqs,Vigenere,0.0457142857142857,a,q,o,c,s,r,v,z,k,aq,qo,oc,cs,sr
xpagxpnhrstuxzridfetdbzeithbwodtoblygshseoyqiyzgdcwhxxeu,Vigenere,0.0383116883116883,x,h,t,d,e,g,s,z,i,xh,ht,td,de,eg
lnvnirexntdcaairpgesoedxfaaronqfaieotsrxirnylwuo,ColumnarTransposition,0.0496453900709219,n,r,a,i,e,o,x,l,t,nr,ra,ai,ie,eo
zkroryhvphzloooryhpbgrjdovr,ceaser,0.0769230769230769,r,o,h,z,y,v,p,k,l,or,ry,yh,oo,zk
anjbxwfrcqvxbcynxyunvnjwbcqnraxfwxyrwrxwb,ceaser,0.0707317073170731,x,n,w,b,r,c,y,a,j,nj,xw,cq,bc,xy
wnbieoittxrbatxuxehxaetixadysxltenxlhstx,ColumnarTransposition,0.0769230769230769,x,t,e,i,a,n,b,h,s,xt,te,ei,ia,an
qjhkuxyijehoevxkcqduludjimekbtixemjxqjqvqhbqhwuhfhefehjyedevekhqsjiqhujxuhuikbjevikttudycfkbiuqdtqssytudjjxqdevjxqjhuqiedevmxysxmuiecksxreqij,ceaser,0.0625126646403242,e,q,j,u,h,x,i,k,d,ev,jx,qj,qd,ud
wtcoeriiusacestxjtynveaxelgtpatxninhagyxiairstnngmdoaaexdinermrxmpiflnaxtrtaeigx,ColumnarTransposition,0.060126582278481,a,t,i,x,e,n,r,g,s,at,ti,ix,xe,en
uiftfdsfupgqbujfodfupeptpnfuijohfmtfjouifnfboujnf,ceaser,0.0892857142857142,f,u,p,j,o,i,t,n,d,ui,fu,nf,if,tf
biaeegdccsooadanmftrakeurlnxsirhddx,ColumnarTransposition,0.0403361344537815,a,d,e,r,i,c,s,o,n,ad,de,er,ri,ic
qugvhqhqcjzvtxcbvxbmruxikmbnayflujahceldwrxlmgkznvuiegfm,Vigenere,0.0331168831168831,u,v,x,m,q,g,h,c,b,uv,vx,xm,mq,qg
hvomaaxntdnctxaelantxfhwgehxtieolde,ColumnarTransposition,0.0554621848739495,a,x,t,e,h,n,o,d,l,ax,xt,te,eh,hn
chryndbrexateaaeresoeoiagtgcadedsulnfymxtesociogexdrenoaamexnnvtmhalnt,ColumnarTransposition,0.0587991718426501,e,a,n,t,o,r,d,x,c,ea,an,nt,to,or
hgqshshrtcotgnopsmokslrthcypxzvyqoibkbxkjhasuzxntgugrwhc,Vigenere,0.0402597402597402,h,s,g,t,o,r,c,k,x,hs,sg,gt,to,or
tbexsbobplisbaqlbkarobqebrkbkaroxyibxkaprccbotexqfpfkprccboxyib,ceaser,0.0706605222734255,b,x,o,k,r,p,a,c,e,bo,ka,ex,sb,ob
xcseoxnirlfxihosrxaheesshyroenebnsaxttohnnewdpse,ColumnarTransposition,0.0656028368794326,e,s,x,n,o,h,r,i,a,es,sx,xn,no,oh
jydotrvufsrsyggzftuygwzkwshitkqzkidtpsfsgvzgvzgtrrtvsjydqtkk,MonoalphabeticSubstitution,0.0564971751412429,t,s,g,z,k,y,r,v,d,ts,sg,gz,zk,ky
yugqcdcjjmuufmgqyjqmumprfjcqqyjuywqafypkqrfcpyzzjc,ceaser,0.0726530612244897,q,y,j,u,c,m,f,p,g,gq,mu,qy,yj,rf
ekddhefuyewwstbxfndkxzfobexjsxxhrexwlwajjcbdgwlgyecimjpu,Vigenere,0.0428571428571428,e,x,w,d,j,f,b,k,h,ex,xw,wd,dj,jf
yvsrpbzrfvapyhfgrefpyhfgrefbsfbyvghqrgurapyhfgrefjuragurervfuneqylgvzrgboerngur,ceaser,0.0730282375851996,r,f,g,y,e,v,u,p,b,re,ur,py,yh,hf
onsfeddenedeeoemnrfotacnghohtocdoohsfsststulfccnetodeoirhnkdromeipecrwia,ColumnarTransposition,0.0676838810641627,o,e,n,d,s,t,c,f,r,oe,en,nd,ds,st
kycudqtpvqqvjgtvjkpiu,ceaser,0.0523809523809523,q,v,k,u,t,p,j,y,c,vj,ky,yc,cu,ud
mnlhnsausawtcarahoreosdexrhbwxeeeox,ColumnarTransposition,0.0554621848739495,e,a,h,s,r,o,x,n,w,ea,ah,hs,sr,ro
fqujdfslzmtwcclrtmzzyiavdnspwhhpxaftzcchsirivsjxaamjrm,Vigenere,0.0377358490566037,s,z,m,c,a,f,j,t,r,sz,zm,mc,ca,af
sdwdvbssanushydialaosllhleroldtyhaerumwateesx,ColumnarTransposition,0.0565656565656565,s,a,l,d,e,h,w,u,y,sa,al,ld,de,eh
strxstdclwpindjiwxczxhgxvwipcshixrzidxi,ceaser,0.0634278002699055,x,i,s,d,c,w,t,r,p,st,tr,rx,xs,td
smyrkfdsmojkgvkxlkwnwydkizfmgjysagyeysmymigjzziylgkmjxulkrzak,MonoalphabeticSubstitution,0.0568306010928961,k,y,m,g,s,j,z,l,i,ky,ym,mg,gs,sj
xxidfkrcrhmgezkmbywfpgefomxnnsevlqfixysvmhmfawhyxlxpmf,Vigenere,0.0447239692522711,x,f,m,h,e,y,i,k,r,xf,fm,mh,he,ey
besxieaxoenhlvhxeetxnsoedvksthwsentx,ColumnarTransposition,0.0761904761904762,e,x,s,n,h,t,o,v,b,ex,xs,sn,nh,ht
izivccievmjrsxizivchecailezixsaekivsyvwepzexmsrytsrwsqitvstligcfewihytsrmqtivjigxorsapihki,ceaser,0.0614232209737827,i,s,v,e,c,r,t,z,x,iv,zi,sr,iz,vc
sdscdroqbokdocdqyyndydroqbokdocdxewlobgrsmrscdrowokceboypbsqrdkxngbyxq,ceaser,0.0716356107660455,d,o,r,b,s,c,q,y,k,cd,dr,ro,bo,ok
rtfodahuuilretxadfsemdonnderdxeeethdnfaietdexchefenannseasoxshectaaddfhtdsa,ColumnarTransposition,0.0771171171171171,e,d,a,t,n,f,h,s,x,ed,da,at,tn,nf
eigsxywmtadengxrhkeyimigxoithdutaea,ColumnarTransposition,0.0470588235294117,e,i,g,x,t,a,y,m,d,ei,ig,gx,xt,ta
kzndyopybpzrpkqsjxrbjiijmqwkkgmdqjwxrlwixbqpzikgcjuqjiyplkdzxyod,MonoalphabeticSubstitution,0.0481150793650793,k,j,p,q,i,z,d,y,x,kj,jp,pq,qi,iz
smxwmrluydwldjwgubmymhbuujuxvkcubdwrwrpofkrvduymvusbgwffwrpxkyrvkwviskjcudwrxmlosvmwrkismwrhlgkoxrumsus,MonoalphabeticSubstitution,0.0574909575480677,w,u,r,m,s,k,v,x,d,wu,ur,rm,ms,sk
dnqdvqednwdigwivqepsuwswueiseqiugseuwfdpf,MonoalphabeticSubstitution,0.0719512195121951,d,e,w,q,i,s,u,n,v,de,ew,wq,qi,is
tqzromzqcmawgywrsdfygenb,MonoalphabeticSubstitution,0.0253623188405797,q,z,r,m,w,g,y,t,o,qz,zr,rm,mw,wg
hdkyafkgechkstmgyjmdulgudqoclmrlzrmdgpxsijncmfgbpgregud,Vigenere,0.0424242424242424,g,d,m,k,c,u,l,r,h,gd,dm,mk,kc,cu
iexxstpiewixlcwipjfyxhviwwxstpiewisxlivw,ceaser,0.0897435897435897,i,x,w,e,s,p,t,l,v,ie,wi,xs,st,tp
bckmapyawgqydcqrgtyjmdkcbgmapgrw,ceaser,0.0504032258064516,g,c,m,a,y,b,k,p,w,ma,ap,bc,ck,km
iseixepitxniutxcsflxdedexihsnxrsfyxdaeco,ColumnarTransposition,0.0692307692307692,x,i,e,s,d,t,n,c,f,xi,ie,es,sd,dt
hxdfruuorwmjsxhrwxenalxvrwpxkbcjlunb,ceaser,0.0428571428571428,x,r,u,w,h,j,n,l,b,rw,hx,xd,df,fr
tgilbkgehjtctlalylevwlpxuspaeyjgidetrhpunhbjatcamcjesrvereo,Vigenere,0.043249561659848,e,t,l,j,a,g,h,c,p,et,tl,lj,ja,ag
sdefrsuateoeslducxlmeaaxrhnrfllerlrxeahshx,ColumnarTransposition,0.0685249709639953,e,r,l,s,a,x,h,d,f,er,rl,ls,sa,ax
bvcyheqtkggiclolesebciif,MonoalphabeticSubstitution,0.0434782608695652,c,e,i,b,g,l,v,y,h,ce,ei,ib,bg,gl
xzmvdvkyvivrupyreuirkyvikyrekyvivrupkfexlv,ceaser,0.0836236933797909,v,k,y,r,i,u,e,x,p,ky,yv,vi,iv,vr
atbsovbkmmxbeocgvqvohaeytdtka,MonoalphabeticSubstitution,0.0443349753694581,a,t,b,o,v,k,m,e,s,at,tb,bo,ov,vk
iioenexnbechofouloihxttfmmoxgsednoxhhtmapxnmrndsx,ColumnarTransposition,0.0569727891156462,o,x,n,e,h,m,i,t,f,ox,xn,ne,eh,hm
lttkubgtwkmkxemanuknmfteztdbrtimsknmgtrjwepyucrtcosdnfaz,Vigenere,0.0467532467532467,t,k,m,n,u,e,r,b,g,tk,km,mn,nu,ue
uzqwktswhrspgkcvsetwaztwvkgswpzukgtkmzrk,MonoalphabeticSubstitution,0.0641025641025641,k,w,z,t,s,g,u,r,p,kw,wz,zt,ts,sg
edtthshotrcbtaxeetnenwwyeoeaoxiownxiadhxbtueglnncx,ColumnarTransposition,0.0612244897959183,e,t,x,n,o,h,a,w,d,et,tx,xn,no,oh
ninndiioxreoehhbixopgefgebxeeetimanxqpauwrhveauiaehltxuigphowixcqmlleetxedchctygx,ColumnarTransposition,0.0570987654320987,e,i,x,h,n,o,g,t,a,ei,ix,xh,hn,no
ogsgcusgtcnuatjkxyzgtjyznktkikyyozeulgtosvarykcnuykmugruxuxomotyzorrrokhkeutjsk,ceaser,0.0580980201233365,k,u,o,t,y,g,r,s,z,gt,tj,yz,sg,cn
outhewbfnyrxeugosxtiitexmaltuasthavx,ColumnarTransposition,0.046031746031746,t,x,u,e,a,o,h,s,i,tx,xu,ue,ea,ao
ymjitlxjfytkymjhwzrgxbmnhmkfqqkwtrymjnwrfxyjwxyfgqj,ceaser,0.0572549019607843,y,j,m,x,f,w,t,k,r,ym,mj,xy,ji,it
hinmyychacmbufzvyfcypcha,ceaser,0.0652173913043478,y,c,h,m,a,f,i,n,b,ch,ha,hi,in,nm
fnnhiugaodryratnaoieoswbavnelesiarixfthentgtf,ColumnarTransposition,0.0505050505050505,n,a,i,t,e,f,o,r,h,na,ai,it,te,ef
indgbdlllzwkenoljvnjnetbnwnxebljsholsuwgohpletjgejntsbyuwbljoa,MonoalphabeticSubstitution,0.0571126388154415,l,n,j,b,e,w,o,g,t,ln,nj,jb,be,ew
ghyozyscxxpdszysctkhszpntuuxyzuxkmdfdtzpnufndzksluguuspnuxpdgouxkmpnundooskwpnufwutubhppkmdtehxuxdsz,MonoalphabeticSubstitution,0.062020202020202,u,p,s,x,d,z,n,k,t,up,ps,sx,xd,dz
zrexqxjyfdxjdeaxrsaimaxrajsycqaybxqzjocfxitsxixtraixjd,MonoalphabeticSubstitution,0.0691823899371069,x,a,j,r,i,q,y,d,s,xa,aj,jr,ri,iq
qoietxhejwioalywjetkzwrecoxjwfwoxwivjlnnshjlnexwrqexexcqsrqw,MonoalphabeticSubstitution,0.0576271186440678,w,e,x,j,q,o,i,l,r,we,ex,xj,jq,qo
dqjtoludnddkykdbyxrnvdykrkw,MonoalphabeticSubstitution,0.074074074074074,d,k,y,n,r,q,j,t,o,dk,ky,yn,nr,rq
oczyzqdgrvnndxfoczyzqdgvhjifrjpgywzoczyzqdgrvnrzggoczyzqdgvhjifrvncz,ceaser,0.0667251975417032,z,g,c,y,d,r,v,o,q,cz,oc,zy,yz,zq
itopupthoyfsmpsgzhdtgotdgfsmgugflpvaykfvlwombwsejobymj,Vigenere,0.0426275331935709,o,g,t,p,f,s,m,y,u,og,gt,tp,pf,fs
wjwxofhlqzbldhhrevlciycgwsvkbmjhoqnziqwdhupovbwljhcxbaepmxb,Vigenere,0.037989479836353,h,w,b,l,j,x,o,q,v,hw,wb,bl,lj,jx
cvydpirocvwxodiuwvqg,MonoalphabeticSubstitution,0.0421052631578947,v,c,d,i,o,w,y,p,r,vc,cd,di,io,ow
kdelncgpebzyctxswvgehqncwhqcnbtlyzzjshbdjmfeiroyg,Vigenere,0.0314625850340136,e,c,n,g,b,z,y,h,d,ec,cn,ng,gb,bz
iydovftpkvxckvutngqvuvnldkljpqpegvtcpjodmcapwjoyzv,Vigenere,0.0448979591836734,v,p,d,o,t,k,c,j,y,vp,pd,do,ot,tk
luqdfjxlsstegjoupuzsltwucgqogabmttypbqfttsgshfpjwseiinyveu,Vigenere,0.0417422867513611,s,t,u,g,l,q,f,j,e,st,tu,ug,gl,lq
wpovaybktwkvzplafomzgf,MonoalphabeticSubstitution,0.0346320346320346,w,p,o,v,a,k,z,f,y,wp,po,ov,va,ak
rlkyfizkpnzkyflknzjufdzjczbvryvrmprovnzkyflkrevuxvwzkkvikfsilzjvkyrekfgfczjy,ceaser,0.0649122807017543,k,z,f,v,r,y,l,j,i,ky,zk,zj,lk,yf
rkserkgupvujhyojfzbjkveobertvjhfuveyrgbkdelvjpgreufjoojsgde,MonoalphabeticSubstitution,0.0566919929865575,e,j,r,v,k,g,u,o,f,ej,jr,rv,vk,kg
tuktwqojkphytyrpobvuvaltjavwelybgevehtjkvjztgwjjklrwkphly,MonoalphabeticSubstitution,0.0520050125313283,t,j,k,v,w,y,l,p,h,tj,jk,kv,vw,wy
kyvfevcrnkyrkufvjefktyrexvzjkyrkvmvipkyzextyrexvjreukyvyriujyzgznrjsvrizexkfurpnrjfecprsivrkyrnrpwifdkyvgcvrjlivjznflcuyrmvkfdfiifnreukyfjvgcvrjlivjnflcusvrcckyviztyvisvtrljvfwkyvdvdfizvjfwkyzjznrjveulizex,ceaser,0.0645624103299856,v,r,y,k,f,j,i,e,z,ky,yr,yv,vj,ex
iooaaootlnvntcrfuhixesheinnesxetepdocoudharnnnaspetnaiakotmhfibewwcfbi,ColumnarTransposition,0.0546583850931677,n,o,e,i,a,t,h,c,f,no,oe,ei,ia,at
sazkjpdwraajkqcdpeiapklnaiazepwpawhhkqnwypekjo,ceaser,0.0618357487922705,a,p,k,w,j,e,z,d,q,az,kj,kq,pe,ia
eteenaexalvhqtwrnobweerxnieoulexlanoatexeheltshx,ColumnarTransposition,0.0859929078014184,e,x,t,n,a,l,h,o,w,ex,xt,tn,na,al
eoteiknnsoeinaoosxvehinnmixiotmytnrxakhloigdxngwasoyacrpsgruutxdtivsriitennriwlti,ColumnarTransposition,0.0589506172839506,i,n,o,t,e,s,x,r,a,in,no,ot,te,es
etnxhdaedetxuhdxfpexlpdxserhnerxoaax,ColumnarTransposition,0.0825396825396825,x,e,d,h,a,t,n,p,r,xe,ed,dh,ha,at
vwtptppsnkmkebuiexixkzziizpxydvvzuaswqnhpqgfviwejhqq,Vigenere,0.0414781297134238,p,i,v,z,q,w,k,e,x,pi,iv,vz,zq,qw
udrqzxzbikjklgvgjjepdcgzacqwpkvewxsonkviilphriacgviyr,Vigenere,0.0362844702467343,i,k,g,v,r,z,j,p,c,ik,kg,gv,vr,rz
ykwvovjwyuikuxhbvbwdcwwdvs,MonoalphabeticSubstitution,0.0646153846153846,w,v,y,k,u,b,d,o,j,wv,vy,yk,ku,ub
ovihxncwwxiechxreohacrtaxjovcsetidxewniydhoaxaenlx,ColumnarTransposition,0.0579591836734693,x,e,o,i,h,c,a,n,w,xe,eo,oi,ih,hc
iwtrjbsogeaumxkexitijwygdgczqjjrnhxirfhshjegcffvwdjxb,Vigenere,0.0384615384615384,j,i,g,x,w,r,e,h,f,ji,ig,gx,xw,wr
rtwiwkrcmhhyxwvzhntwowrtwnkrwohrmmzxgrtwydoomnhmokivmdatzoxbwgzwwikgzvwyrhtmnwzrtwgkrdowmyrtwtwkbe,MonoalphabeticSubstitution,0.0719545550178834,w,r,t,m,o,k,h,z,y,wr,rt,tm,mo,ok
nsesvvyprfngipmbeatsimutvyamrfphiuyqleagrozwyxruksewvtp,Vigenere,0.037037037037037,s,e,v,y,p,r,i,m,a,se,ev,vy,yp,pr
npsyddipzvseoquxrxpdeyvytjhweculfrqfkditfjhgbtoimmytaht,Vigenere,0.0309764309764309,t,y,d,p,i,e,h,f,s,ty,yd,dp,pi,ie
xaypasjwjpaonhjpejp,MonoalphabeticSubstitution,0.087719298245614,p,j,a,x,y,s,w,o,n,pj,ja,ax,xy,ys
jzfhzfwoyehlyeezmpnlfrsehplctyrnsplaapcqfxphzfwojzfespyhsjozjzfhlyeezhplcnsplaapcqfxpzyjzfcnzyofne,ceaser,0.0614348832316431,z,f,p,e,h,y,l,j,n,zf,jz,pl,ye,sp
nkzngzigtzktjaxkznkhgjcorrtuzrobkzuykkznkmuuj,ceaser,0.0747474747474747,k,z,n,u,g,t,j,r,o,kz,nk,zn,ng,gz
nenswwiwmxrviucefdrxnlgchetaexmfrdshaecmadiieosraxoesrhrtsoxeihoivarfx,ColumnarTransposition,0.0542443064182194,e,r,i,x,s,a,h,o,n,er,ri,ix,xs,sa
rsiichsmhdonxfostetretnmalmcenisatsiesxoedoeitpiwruxtorsvftokttuxhnareitfihhax,ColumnarTransposition,0.0602730602730602,t,i,s,e,o,r,h,x,n,ti,is,se,eo,or
epplyqeramwhsqmwwyqqihytmrxasasvhwaemxerhlsti,ceaser,0.0535353535353535,e,q,a,m,w,h,s,y,r,yq,er,mw,as,ep
igldgeqlggdtjitrfstdzukapougrxqzewuzexehxxitmatxgpqgln,Vigenere,0.047519217330538,g,t,x,e,i,l,d,q,z,gt,tx,xe,ei,il
xiawvkptfuwsnjkfxqzmbitbgovlmibpdxeyqvhpiteeuwefautedrv,Vigenere,0.0343434343434343,e,i,v,t,x,w,p,f,u,ei,iv,vt,tx,xw
uuhxvxiadwxxkgvzoxsxwehukdfsplxpqfpctwgliwyafindlipp,Vigenere,0.0460030165912518,x,p,i,w,u,d,f,l,h,xp,pi,iw,wu,ud
oclefeeaheetpltubhodrmitehixasknuniipmdtdndoaerihvatvheyssecttsosoieno,ColumnarTransposition,0.0583850931677018,e,t,o,i,h,s,a,d,n,et,to,oi,ih,hs
iraubcpkudkkanxstmgjvgylefcmkmkglqiopuaqzgupemoltjchanu,Vigenere,0.0363636363636363,u,k,a,m,g,c,p,l,i,uk,ka,am,mg,gc
ksgdatnyrimnhyxgrzhwfz,MonoalphabeticSubstitution,0.0259740259740259,g,n,y,r,h,z,k,s,d,gn,ny,yr,rh,hz
xlyjwtgptyocplozqhsletdnzxtyrhsjdszfwohpespfyvyzhyafedlogpyefcptyezwtqpespfypiapnepolczfyoespnzcypcrtgpdldpydpzqlyetntaletzylyodfcactdpeslyvrzoqzcespfyvyzhyqfefcp,ceaser,0.0611149451729161,y,p,e,z,t,l,f,c,o,es,ly,sp,fy,gp
iggkzsvidkujibkzdiwtl,MonoalphabeticSubstitution,0.0571428571428571,i,k,g,z,d,s,v,u,j,ik,kg,gz,zd,ds
csecagixottedraxdinxssixkeaxrlvxohtxeaox,ColumnarTransposition,0.0705128205128205,x,e,a,s,i,o,t,c,d,xe,ea,as,si,io
njyutivsrytmmpgbqkhfzmvkzqchgpqtgmdkgvircqyrowqhpnbvrsn,Vigenere,0.0383838383838383,q,v,r,m,g,n,y,t,p,qv,vr,rm,mg,gn
emyisxetrutnihigexcohnrdddoosadusmsx,ColumnarTransposition,0.0476190476190476,s,d,e,i,x,o,m,t,r,sd,de,ei,ix,xo
honyenassaesnienohkepvmnve,MonoalphabeticSubstitution,0.083076923076923,n,e,s,h,o,a,v,y,i,ne,es,sh,ho,oa
fmuyzqspbrmrpwrmkyicrumkclrfgliyjgicmlkyrrcpqmdpcjgegmlufclgayllmrkyicrumrgkcngcacqyepcc,ceaser,0.065569487983281,c,r,m,y,l,g,p,k,u,mr,ky,ic,rm,mk
tmbgwczwevlqakzmbqwvjmgwczbcbwzacqbbpmikbqwvbwbpmewzlbpmewzlbwbpmikbqwv,ceaser,0.0841046277665996,b,w,m,z,q,c,v,p,e,bp,pm,bq,qw,wv
hijoubgsufafckjwronffmylugwfqfiamjpepwhbaqnrjjteqszsuldh,Vigenere,0.0363636363636363,f,j,u,h,s,a,w,q,i,fj,ju,uh,hs,sa
zvtlkhfzfvbahtlaolapnlyhukzvtlkhfzaolapnlyohzfvbmvysbujo,ceaser,0.0571428571428571,l,z,v,h,a,f,o,t,k,tl,la,zv,vt,lk
sisowoudahhxtnbueteowhpnehftadwtdpaxewictwflswsxhellnarraoydctsnhnlinaex,ColumnarTransposition,0.0516431924882629,w,a,h,t,n,e,s,o,d,wa,ah,ht,tn,ne
ohlymnuhxohwylnuchnsulyiolfin,ceaser,0.0689655172413793,h,l,n,o,y,u,i,m,x,oh,ly,nu,hl,ym
jebjtoztgwpzzntrvepyg,MonoalphabeticSubstitution,0.0476190476190476,t,z,j,e,g,p,b,o,w,tz,zj,je,eg,gp
zxurtkuzyeghehajiqennudmiyjdesyerkerbkncnxmllvhqsijyzgatt,Vigenere,0.0369674185463659,e,y,n,z,u,r,t,k,h,ey,yn,nz,zu,ur
hewhzxccesyxxazpj,Vigenere,0.0514705882352941,x,h,e,z,c,w,s,y,a,xh,he,ez,zc,cw
tryiaicokdclikfidcirculua,MonoalphabeticSubstitution,0.0733333333333333,i,c,r,a,k,d,l,u,t,ic,cr,ra,ak,kd
kzpxhhjxixfbjuxpqjhnpjbijnzn,MonoalphabeticSubstitution,0.074074074074074,j,x,p,h,n,z,i,b,k,jx,xp,ph,hn,nz
hmwettsmrxqirxwevixsxliwsypalexexlyrhivwxsvqmwxsxliemv,ceaser,0.0705800139762403,x,w,e,s,i,m,v,l,r,xs,xl,mw,we,rx
aolfdlylulclyklmlhalkaolfdlylvusfrpsslk,ceaser,0.1133603238866396,l,a,f,y,k,s,o,d,u,ly,ao,ol,lf,fd
rzmhgddkemeuupiddehlztdkyieaezqkixpvigvptdmksrirsztuedledkihb,MonoalphabeticSubstitution,0.0557377049180327,d,e,i,k,z,r,m,h,u,de,ei,ik,kz,zr
rnehnhhxngramrmhittdgeaxoimeuusxdstx,ColumnarTransposition,0.0523809523809523,h,x,r,n,e,m,t,g,a,hx,xr,rn,ne,em
aovbbvyadlltdeuimhwrcehttujrhaaaxgguvxujsbpejnrcwqlmdlz,Vigenere,0.0343434343434343,a,l,u,v,b,d,t,e,h,al,lu,uv,vb,bd
rdtohhoriiiiesnggxaslfoopeudtrfeonnssoonfx,ColumnarTransposition,0.0615563298490127,o,i,s,n,r,e,f,d,t,oi,is,sn,nr,re
jgcjesndognhrcyqrypcnnh,MonoalphabeticSubstitution,0.0553359683794466,n,c,j,g,h,r,y,e,s,nc,cj,jg,gh,hr
iwzewtegyhmjqxmzmuoztyxwy,MonoalphabeticSubstitution,0.05,w,z,y,m,e,t,x,i,g,wz,zy,ym,me,et
mphjdjtuifbsupghpjohxspohxjuidpogjefodf,ceaser,0.0607287449392712,p,j,h,o,d,u,f,i,s,ui,oh,hx,po,mp
juxulafcvjjcojulatupvkhgouhbgruxvjuqlmuotuklnougdojgxv,MonoalphabeticSubstitution,0.0670859538784067,u,j,o,l,v,g,x,a,c,uj,jo,ol,lv,vg
gylyyivwjkwicsyjgymkjppkytwirepisyfipmnffwncycpiygaaybvflbalpiipnlwflnwtbsyzpvnigrbwjjvyggyefpebcnby,MonoalphabeticSubstitution,0.0587878787878787,y,i,p,w,g,f,n,b,l,yi,ip,pw,wg,gf
jcocznvyyznojandbcondivrjmgyjandidnvgdoogzgjnokpkrdoccdnovdgopxfzydi,ceaser,0.0680421422300263,o,d,n,j,c,g,z,v,y,no,nd,di,co,oc
fgedidnseeitpshresrnhisaoneoersobihnlcncseghxohrchnwaxhwoaeeihdlaiunenea,ColumnarTransposition,0.0692488262910798,e,n,h,i,s,a,o,r,d,en,nh,hi,is,sa
mtlwmbahqfgwbwafgwrsnvqbnlwmgwaqgvmmtwqstdwfgwqudwbahqfgwbfmwaobakwmkwfvaskmnrwbbtnhemnofgwhnmfgcwbfbcwkf,MonoalphabeticSubstitution,0.0725274725274725,w,m,b,f,g,a,q,n,t,wm,mb,bf,fg,ga
bwunezrewxqynlriyinwtjvyk,MonoalphabeticSubstitution,0.04,w,n,y,e,r,i,b,u,z,wn,ny,ye,er,ri
glrfcrfpccwcypqgnjywcbzyjjucumlqgvjmqrqctclrcclylbrgcbrumqmkcqryrgqrgagylayjasjyrcbrfyrucuml75ncpaclrmdrfceykcqucbgblrjmqc,ceaser,0.0742296918767507,c,r,y,l,q,g,j,m,b,lr,rf,cb,uc,um
